delivery_id,order_id,dispatch_date,promised_days,promised_delivery_date,actual_delivery_date,actual_delivery_days,delivery_status,delivery_partner,delivery_cost,distance_km,attempt_count
900278,500278,2026-02-09,8,2026-02-16,2026-02-10,1,Returned,Ekart,472.88,2195,1
900279,500279,2025-02-02,6,2025-02-06,2025-02-05,3,Delayed,XpressBees,114.24,315,1
900280,500280,2026-06-12,7,2026-06-17,2026-06-18,6,On Time,DTDC,635.14,571,2
900281,500281,2025-02-17,3,2025-02-16,2025-02-27,10,On Time,XpressBees,451.67,1824,1
900282,500282,2024-04-18,5,2024-04-23,2024-04-25,7,On Time,XpressBees,71.37,585,1
900283,500283,2026-04-09,6,2026-04-14,2026-04-16,7,On Time,Delhivery,489.9,673,2
900284,500284,2024-12-26,5,2024-12-31,2025-01-04,9,Returned,Delhivery,73.77,998,1
900285,500285,2026-03-18,3,2026-03-21,2026-03-25,7,On Time,Ecom Express,681.75,2452,1
900286,500286,2025-11-03,8,2025-11-08,2025-11-06,3,On Time,BlueDart,287.0,714,1
900287,500287,2026-05-07,5,2026-05-11,2026-05-15,8,Delayed,Ekart,497.37,1433,1
900288,500288,2025-08-12,6,2025-08-17,2025-08-21,9,On Time,DTDC,541.56,1466,1
900289,500289,2025-06-26,8,2025-07-02,2025-06-29,3,Not Shipped,Ekart,554.2,1110,1
900290,500290,2024-08-02,4,2024-08-04,2024-08-04,2,Not Shipped,XpressBees,167.43,2449,2
900291,500291,2024-09-13,5,2024-09-16,2024-09-19,6,On Time,XpressBees,97.22,875,2
900292,500292,2024-10-31,5,2024-11-01,2024-11-07,7,On Time,XpressBees,448.05,1756,1
900293,500293,2024-10-12,5,2024-10-14,2024-10-20,8,Not Shipped,Delhivery,280.14,1285,1
900294,500294,2025-06-27,7,2025-07-03,2025-06-29,2,On Time,Delhivery,602.67,2396,1
900295,500295,2026-03-04,6,2026-03-10,2026-03-07,3,Delayed,DTDC,123.34,1326,1
900296,500296,2024-02-02,3,2024-02-05,2024-02-09,7,Delayed,XpressBees,543.74,1445,1
900297,500297,2025-07-21,6,2025-07-24,2025-07-26,5,On Time,XpressBees,502.56,1938,1
900298,500298,2025-11-25,3,2025-11-25,2025-11-28,3,On Time,Ekart,694.86,88,1
900299,500299,2025-02-11,6,2025-02-14,2025-02-17,6,Delayed,Ekart,313.35,2418,3
900300,500300,2024-09-11,6,2024-09-14,2024-09-15,4,On Time,Ekart,199.08,1200,1
900301,500301,2025-02-01,5,2025-02-03,2025-02-05,4,On Time,Ekart,390.68,1064,1
900302,500302,2026-01-28,5,2026-01-30,2026-02-04,7,Not Shipped,DTDC,596.26,1663,2
900303,500303,2026-04-18,7,2026-04-21,2026-04-21,3,On Time,XpressBees,608.31,704,2
900304,500304,2025-09-17,3,2025-09-18,2025-09-23,6,On Time,Ecom Express,294.38,614,2
900305,500305,2025-03-22,5,2025-03-23,2025-03-25,3,Delayed,XpressBees,543.03,2245,1
900306,500306,2025-08-14,8,2025-08-19,2025-08-15,1,On Time,DTDC,227.27,1074,1
900307,500307,2025-09-11,6,2025-09-15,2025-09-19,8,On Time,Ekart,478.69,1893,1
900308,500308,2025-12-01,6,2025-12-06,2025-12-08,7,On Time,DTDC,662.22,1629,2
900309,500309,2024-05-11,6,2024-05-17,2024-05-16,5,Cancelled,Ecom Express,363.09,123,1
900310,500310,2024-03-10,4,2024-03-13,2024-03-16,6,Not Shipped,Ecom Express,267.01,2000,1
900311,500311,2024-11-13,3,2024-11-14,2024-11-21,8,On Time,XpressBees,159.82,2219,1
900312,500312,2024-08-28,4,2024-08-29,2024-09-05,8,On Time,DTDC,644.79,1561,1
900313,500313,2025-07-18,8,2025-07-22,2025-07-26,8,Not Shipped,BlueDart,302.19,1853,1
900314,500314,2025-04-20,8,2025-04-28,2025-04-29,9,Delayed,DTDC,249.21,2216,1
900315,500315,2026-04-17,6,2026-04-23,2026-04-24,7,On Time,BlueDart,297.74,2063,1
900316,500316,2025-12-12,3,2025-12-12,2025-12-14,2,On Time,Delhivery,608.81,1598,2
900317,500317,2024-05-14,3,2024-05-17,2024-05-19,5,Cancelled,BlueDart,285.38,1917,1
900318,500318,2026-02-17,3,2026-02-16,2026-02-24,7,On Time,Delhivery,331.99,2007,1
900319,500319,2025-12-04,8,2025-12-11,2025-12-09,5,Not Shipped,DTDC,693.76,123,1
900320,500320,2024-12-16,8,2024-12-22,2024-12-20,4,On Time,Ekart,183.46,1218,1
900321,500321,2024-02-22,8,2024-03-01,2024-02-27,5,Delayed,Ecom Express,143.93,605,1
900322,500322,2025-12-24,8,2026-01-01,2025-12-27,3,Early,Ekart,662.46,1988,1
900323,500323,2024-06-29,7,2024-07-02,2024-06-30,1,In Transit,Ecom Express,540.59,2258,1
900324,500324,2024-07-22,4,2024-07-23,2024-07-30,8,On Time,BlueDart,134.2,445,1
900325,500325,2025-03-09,5,2025-03-10,2025-03-18,9,Delayed,Ekart,470.29,2442,1
900326,500326,2024-03-20,3,2024-03-19,2024-03-26,6,On Time,BlueDart,482.99,2459,1
900327,500327,2025-01-03,3,2025-01-02,2025-01-09,6,Returned,Delhivery,470.0,1449,2
900328,500328,2024-08-12,4,2024-08-16,2024-08-21,9,On Time,Delhivery,371.99,1958,1
900329,500329,2024-02-21,6,2024-02-24,2024-02-28,7,On Time,XpressBees,567.99,778,1
900330,500330,2026-04-06,6,2026-04-09,2026-04-09,3,Delayed,BlueDart,583.85,2367,2
900331,500331,2024-08-26,6,2024-08-31,2024-08-31,5,On Time,Ekart,427.06,531,1
900332,500332,2025-05-11,6,2025-05-17,2025-05-13,2,In Transit,DTDC,511.29,2410,1
900333,500333,2026-01-15,3,2026-01-17,2026-01-20,5,On Time,Ekart,508.09,835,1
900334,500334,2025-03-18,4,2025-03-18,2025-03-24,6,On Time,XpressBees,587.45,2117,1
900335,500335,2024-09-26,5,2024-09-29,2024-09-30,4,Not Shipped,XpressBees,545.78,623,1
900336,500336,2025-11-09,3,2025-11-11,2025-11-17,8,On Time,Ecom Express,494.67,152,1
900337,500337,2025-09-25,5,2025-09-28,2025-10-05,10,On Time,DTDC,174.1,815,1
900338,500338,2024-01-13,6,2024-01-16,2024-01-19,6,Returned,DTDC,666.53,988,1
900339,500339,2026-01-20,7,2026-01-24,2026-01-24,4,In Transit,DTDC,673.67,1775,1
900340,500340,2024-04-19,3,2024-04-20,2024-04-24,5,On Time,DTDC,221.28,1138,1
900341,500341,2025-11-04,4,2025-11-07,2025-11-05,1,Returned,BlueDart,428.97,2465,1
900342,500342,2024-04-01,7,2024-04-07,2024-04-08,7,Returned,DTDC,673.29,710,1
900343,500343,2024-03-01,8,2024-03-08,2024-03-04,3,On Time,Delhivery,624.8,937,1
900344,500344,2024-04-24,8,2024-04-28,2024-04-30,6,Early,DTDC,573.13,584,1
900345,500345,2025-11-08,5,2025-11-11,2025-11-16,8,On Time,BlueDart,611.05,262,1
900346,500346,2025-02-21,8,2025-02-25,2025-02-28,7,Early,Ekart,160.62,1340,1
900347,500347,2025-07-03,4,2025-07-06,2025-07-09,6,On Time,BlueDart,217.78,953,1
900348,500348,2024-09-13,5,2024-09-17,2024-09-21,8,Delayed,XpressBees,70.36,2304,1
900349,500349,2024-04-20,5,2024-04-24,2024-04-22,2,Delayed,Delhivery,633.25,2046,1
900350,500350,2025-12-18,6,2025-12-23,2025-12-28,10,Delayed,BlueDart,345.22,40,1
900351,500351,2026-01-30,8,2026-02-06,2026-02-05,6,In Transit,Ekart,671.1,2169,2
900352,500352,2026-02-07,7,2026-02-11,2026-02-10,3,Returned,DTDC,661.1,2322,1
900353,500353,2024-03-04,3,2024-03-03,2024-03-05,1,Delayed,BlueDart,495.55,2390,1
900354,500354,2026-04-24,4,2026-04-27,2026-05-01,7,Returned,XpressBees,434.69,1938,1
900355,500355,2025-05-10,4,2025-05-13,2025-05-16,6,In Transit,Delhivery,322.02,1684,2
900356,500356,2024-06-28,7,2024-07-04,2024-07-05,7,Delayed,Ekart,332.71,961,2
900357,500357,2024-07-01,7,2024-07-07,2024-07-02,1,Early,BlueDart,280.63,2335,1
900358,500358,2025-04-03,6,2025-04-09,2025-04-06,3,On Time,Ekart,403.96,800,1
900359,500359,2025-07-04,4,2025-07-08,2025-07-11,7,In Transit,Delhivery,467.34,1306,1
900360,500360,2024-02-14,8,2024-02-22,2024-02-24,10,On Time,XpressBees,256.69,2134,1
900361,500361,2025-03-28,6,2025-04-03,2025-04-03,6,On Time,Ekart,265.4,1248,1
900362,500362,2024-08-09,7,2024-08-13,2024-08-17,8,On Time,XpressBees,389.68,1203,1
900363,500363,2026-04-17,8,2026-04-25,2026-04-27,10,On Time,BlueDart,112.25,1440,1
900364,500364,2025-07-15,7,2025-07-21,2025-07-18,3,On Time,Delhivery,98.98,1159,1
900365,500365,2024-12-07,5,2024-12-10,2024-12-12,5,Delayed,DTDC,262.29,717,1
900366,500366,2025-01-20,4,2025-01-24,2025-01-30,10,On Time,Ecom Express,470.16,2124,1
900367,500367,2026-02-04,7,2026-02-09,2026-02-12,8,In Transit,XpressBees,567.03,33,1
900368,500368,2025-09-25,3,2025-09-24,2025-09-28,3,On Time,BlueDart,419.09,2082,1
900369,500369,2024-12-19,6,2024-12-25,2024-12-22,3,On Time,BlueDart,217.97,1165,1
900370,500370,2026-02-05,6,2026-02-10,2026-02-08,3,On Time,XpressBees,521.83,1576,1
900371,500371,2025-07-21,4,2025-07-25,2025-07-25,4,On Time,Ecom Express,65.25,814,2
900372,500372,2024-02-25,4,2024-02-28,2024-02-26,1,Delayed,Delhivery,233.89,233,1
900373,500373,2025-08-02,6,2025-08-04,2025-08-03,1,On Time,DTDC,528.12,1211,2
900374,500374,2026-05-08,8,2026-05-14,2026-05-10,2,Not Shipped,Delhivery,311.19,1711,2
900375,500375,2026-02-27,7,2026-03-05,2026-03-09,10,Delayed,XpressBees,153.16,378,1
900376,500376,2024-02-12,4,2024-02-12,2024-02-13,1,On Time,Delhivery,465.75,1069,2
900377,500377,2026-03-19,6,2026-03-21,2026-03-28,9,Delayed,DTDC,538.87,227,1
900378,500378,2026-06-18,8,2026-06-22,2026-06-28,10,Delayed,DTDC,349.39,2123,1
900379,500379,2024-05-30,4,2024-06-01,2024-06-03,4,Delayed,Delhivery,690.67,256,1
900380,500380,2025-08-05,3,2025-08-07,2025-08-14,9,On Time,XpressBees,659.11,759,1
900381,500381,2025-11-21,5,2025-11-24,2025-11-28,7,On Time,BlueDart,158.49,741,2
900382,500382,2024-02-12,7,2024-02-16,2024-02-19,7,On Time,XpressBees,300.07,900,2
900383,500383,2026-01-26,8,2026-02-01,2026-02-05,10,On Time,Ecom Express,199.42,1186,1
900384,500384,2024-12-26,8,2025-01-01,2024-12-30,4,On Time,Delhivery,662.24,346,1
900385,500385,2024-10-03,6,2024-10-06,2024-10-07,4,On Time,DTDC,387.56,401,2
900386,500386,2024-08-25,4,2024-08-27,2024-09-02,8,Returned,DTDC,308.77,47,1
900387,500387,2025-04-09,7,2025-04-13,2025-04-15,6,Not Shipped,DTDC,53.38,792,2
900388,500388,2025-12-31,8,2026-01-06,2026-01-05,5,On Time,Ekart,289.1,1327,1
900389,500389,2026-01-23,7,2026-01-26,2026-02-01,9,Not Shipped,Ecom Express,112.78,43,1
900390,500390,2024-07-24,6,2024-07-30,2024-08-03,10,Early,BlueDart,447.21,581,1
900391,500391,2026-01-27,6,2026-01-30,2026-01-29,2,On Time,Delhivery,347.5,1930,1
900392,500392,2026-01-27,7,2026-01-30,2026-01-28,1,On Time,BlueDart,549.99,158,1
900393,500393,2024-02-27,7,2024-03-03,2024-03-06,8,On Time,Ecom Express,202.23,854,1
900394,500394,2024-10-13,6,2024-10-17,2024-10-14,1,On Time,Ecom Express,171.06,238,1
900395,500395,2024-01-17,5,2024-01-19,2024-01-25,8,On Time,Ecom Express,330.15,1548,2
900396,500396,2026-06-23,3,2026-06-24,2026-06-27,4,On Time,Ecom Express,375.94,1333,1
900397,500397,2025-03-08,5,2025-03-11,2025-03-09,1,Delayed,Delhivery,393.54,2346,1
900398,500398,2024-09-06,3,2024-09-06,2024-09-15,9,Not Shipped,DTDC,673.33,226,1
900399,500399,2026-03-29,6,2026-04-01,2026-04-08,10,On Time,Delhivery,546.73,804,1
900400,500400,2025-09-18,3,2025-09-19,2025-09-25,7,On Time,Delhivery,303.28,718,2
900401,500401,2026-05-11,8,2026-05-15,2026-05-19,8,On Time,Ecom Express,316.5,396,1
900402,500402,2026-01-03,6,2026-01-05,2026-01-07,4,On Time,DTDC,314.98,1357,3
900403,500403,2026-05-24,5,2026-05-26,2026-05-29,5,Cancelled,Delhivery,516.25,1668,1
900404,500404,2024-07-16,4,2024-07-20,2024-07-17,1,Delayed,BlueDart,571.55,62,1
900405,500405,2024-07-06,6,2024-07-11,2024-07-07,1,Delayed,BlueDart,599.2,1090,1
900406,500406,2024-03-10,8,2024-03-18,2024-03-16,6,On Time,Ekart,144.27,1145,1
900407,500407,2024-11-12,5,2024-11-13,2024-11-16,4,On Time,Delhivery,684.37,66,1
900408,500408,2025-05-19,3,2025-05-20,2025-05-25,6,On Time,Ecom Express,574.2,151,1
900409,500409,2025-05-31,8,2025-06-07,2025-06-06,6,On Time,Ekart,328.41,1236,1
900410,500410,2025-09-10,6,2025-09-15,2025-09-11,1,On Time,BlueDart,386.56,2359,2
900411,500411,2025-11-02,4,2025-11-03,2025-11-12,10,On Time,Delhivery,104.6,581,1
900412,500412,2026-01-15,7,2026-01-22,2026-01-24,9,In Transit,DTDC,573.38,2306,1
900413,500413,2025-04-20,4,2025-04-23,2025-04-21,1,On Time,Ekart,289.26,1717,1
900414,500414,2024-09-05,3,2024-09-08,2024-09-13,8,On Time,Ecom Express,646.99,1569,3
900415,500415,2025-02-07,8,2025-02-12,2025-02-09,2,On Time,XpressBees,645.5,1077,2
900416,500416,2026-03-09,3,2026-03-09,2026-03-14,5,On Time,DTDC,530.04,118,1
900417,500417,2026-01-17,5,2026-01-19,2026-01-22,5,On Time,DTDC,279.26,78,1
900418,500418,2026-04-19,5,2026-04-20,2026-04-21,2,On Time,XpressBees,200.44,1892,1
900419,500419,2025-05-09,8,2025-05-15,2025-05-14,5,On Time,Ekart,237.07,1084,1
900420,500420,2025-12-14,5,2025-12-16,2025-12-20,6,On Time,Delhivery,56.29,454,1
900421,500421,2025-01-15,3,2025-01-14,2025-01-19,4,On Time,Delhivery,503.29,2178,1
900422,500422,2024-01-10,6,2024-01-13,2024-01-17,7,On Time,BlueDart,135.56,1420,2
900423,500423,2025-11-11,6,2025-11-15,2025-11-14,3,On Time,Ekart,96.37,1401,1
900424,500424,2024-03-24,6,2024-03-26,2024-04-03,10,On Time,BlueDart,228.39,2245,1
900425,500425,2025-08-05,5,2025-08-07,2025-08-14,9,Cancelled,BlueDart,629.14,1621,1
900426,500426,2026-07-02,7,2026-07-05,2026-07-05,3,On Time,Ecom Express,459.58,2145,1
900427,500427,2024-01-26,3,2024-01-27,2024-01-31,5,Not Shipped,Delhivery,283.05,419,1
900428,500428,2025-11-01,4,2025-11-04,2025-11-09,8,On Time,Ecom Express,67.21,1720,1
900429,500429,2026-03-05,5,2026-03-07,2026-03-10,5,In Transit,DTDC,385.97,682,1
900430,500430,2025-07-25,5,2025-07-30,2025-07-31,6,On Time,DTDC,593.0,94,2
900431,500431,2025-09-25,7,2025-09-28,2025-10-03,8,On Time,XpressBees,661.57,1619,1
900432,500432,2026-04-05,3,2026-04-05,2026-04-06,1,On Time,Ekart,485.66,228,1
900433,500433,2025-12-13,5,2025-12-14,2025-12-19,6,Not Shipped,BlueDart,370.03,2368,1
900434,500434,2024-02-10,6,2024-02-12,2024-02-19,9,On Time,BlueDart,328.4,1545,1
900435,500435,2025-12-10,3,2025-12-10,2025-12-16,6,On Time,Ecom Express,649.6,2469,1
900436,500436,2025-11-25,3,2025-11-24,2025-12-01,6,Not Shipped,DTDC,179.85,2216,1
900437,500437,2024-07-30,8,2024-08-04,2024-08-07,8,On Time,Delhivery,117.27,510,1
900438,500438,2025-08-20,3,2025-08-23,2025-08-21,1,In Transit,XpressBees,129.07,263,2
900439,500439,2026-02-07,8,2026-02-14,2026-02-16,9,On Time,Ecom Express,427.51,171,1
900440,500440,2026-02-16,8,2026-02-20,2026-02-23,7,On Time,BlueDart,683.62,271,1
900441,500441,2026-03-06,3,2026-03-08,2026-03-12,6,On Time,BlueDart,466.56,43,1
900442,500442,2025-12-10,4,2025-12-14,2025-12-16,6,On Time,Delhivery,532.41,1400,1
900443,500443,2024-04-23,6,2024-04-27,2024-05-02,9,On Time,XpressBees,94.66,292,1
900444,500444,2025-03-20,3,2025-03-21,2025-03-25,5,On Time,Delhivery,153.28,2279,1
900445,500445,2024-08-02,6,2024-08-06,2024-08-11,9,On Time,DTDC,624.76,1708,2
900446,500446,2024-03-09,3,2024-03-08,2024-03-10,1,Delayed,XpressBees,292.93,1769,2
900447,500447,2024-08-28,4,2024-09-01,2024-08-31,3,On Time,BlueDart,581.01,1318,1
900448,500448,2026-04-11,8,2026-04-17,2026-04-20,9,On Time,Ecom Express,362.06,2084,1
900449,500449,2025-07-01,7,2025-07-06,2025-07-09,8,Returned,XpressBees,490.24,491,1
900450,500450,2025-11-30,3,2025-11-30,2025-12-10,10,On Time,Delhivery,417.32,1109,1
900451,500451,2025-04-07,6,2025-04-09,2025-04-09,2,On Time,DTDC,546.2,788,1
900452,500452,2024-11-22,7,2024-11-28,2024-12-02,10,In Transit,DTDC,71.92,54,1
900453,500453,2025-03-20,3,2025-03-19,2025-03-23,3,On Time,Delhivery,624.67,2131,1
900454,500454,2026-06-20,4,2026-06-20,2026-06-27,7,On Time,Ekart,58.21,1891,1
900455,500455,2024-09-22,6,2024-09-24,2024-09-23,1,Returned,XpressBees,496.6,180,3
900456,500456,2024-10-10,8,2024-10-18,2024-10-11,1,On Time,Delhivery,250.15,2224,1
900457,500457,2026-02-12,7,2026-02-18,2026-02-16,4,On Time,Delhivery,198.41,853,1
900458,500458,2024-12-06,8,2024-12-11,2024-12-13,7,Not Shipped,Ekart,303.62,768,1
900459,500459,2026-04-05,6,2026-04-10,2026-04-08,3,On Time,XpressBees,94.63,2028,1
900460,500460,2026-06-07,5,2026-06-12,2026-06-16,9,Cancelled,DTDC,100.65,297,2
900461,500461,2024-03-02,5,2024-03-06,2024-03-05,3,On Time,XpressBees,191.82,754,2
900462,500462,2025-09-01,6,2025-09-07,2025-09-11,10,Delayed,BlueDart,388.79,1255,1
900463,500463,2024-03-29,4,2024-03-30,2024-04-06,8,On Time,BlueDart,42.73,1652,1
900464,500464,2026-03-13,3,2026-03-15,2026-03-19,6,On Time,Ecom Express,63.29,1916,1
900465,500465,2024-04-18,4,2024-04-19,2024-04-22,4,Returned,XpressBees,149.41,1945,1
900466,500466,2026-03-20,8,2026-03-28,2026-03-24,4,On Time,Ekart,581.55,2005,1
900467,500467,2025-12-05,8,2025-12-10,2025-12-06,1,On Time,Delhivery,494.82,855,1
900468,500468,2025-05-05,3,2025-05-07,2025-05-10,5,Delayed,Ecom Express,639.26,41,1
900469,500469,2024-07-09,7,2024-07-15,2024-07-11,2,Delayed,BlueDart,484.59,863,1
900470,500470,2024-08-31,7,2024-09-07,2024-09-06,6,On Time,Ecom Express,122.33,258,3
900471,500471,2025-01-28,3,2025-01-31,2025-01-30,2,On Time,BlueDart,392.84,152,1
900472,500472,2026-02-15,8,2026-02-19,2026-02-24,9,On Time,BlueDart,638.8,533,1
900473,500473,2026-04-02,8,2026-04-06,2026-04-03,1,On Time,BlueDart,633.94,1824,1
900474,500474,2025-04-02,6,2025-04-08,2025-04-12,10,On Time,Ecom Express,438.82,2173,1
900475,500475,2024-08-01,5,2024-08-05,2024-08-11,10,Returned,Ekart,408.87,307,1
900476,500476,2025-06-01,4,2025-06-02,2025-06-04,3,On Time,Ekart,248.41,1643,1
900477,500477,2026-01-30,5,2026-02-02,2026-02-08,9,Not Shipped,XpressBees,414.1,2017,1
900478,500478,2025-05-11,4,2025-05-12,2025-05-14,3,Delayed,DTDC,59.38,1329,2
900479,500479,2026-03-27,7,2026-03-30,2026-04-01,5,On Time,Delhivery,65.26,2484,1
900480,500480,2024-01-13,5,2024-01-14,2024-01-22,9,On Time,Ekart,506.87,1326,1
900481,500481,2025-04-03,3,2025-04-05,2025-04-06,3,Delayed,Delhivery,318.61,2046,1
900482,500482,2024-02-12,8,2024-02-19,2024-02-17,5,On Time,Ekart,589.44,1319,1
900483,500483,2025-07-12,5,2025-07-16,2025-07-16,4,Delayed,Delhivery,483.88,256,1
900484,500484,2025-07-16,6,2025-07-22,2025-07-19,3,On Time,BlueDart,584.61,1817,2
900485,500485,2024-10-13,7,2024-10-18,2024-10-18,5,On Time,DTDC,108.83,121,1
900486,500486,2025-12-25,8,2026-01-02,2025-12-27,2,In Transit,Ecom Express,502.34,1453,1
900487,500487,2026-05-17,4,2026-05-21,2026-05-23,6,On Time,BlueDart,372.15,1962,1
900488,500488,2025-02-20,5,2025-02-25,2025-02-22,2,In Transit,Ekart,300.66,620,2
900489,500489,2025-02-03,8,2025-02-08,2025-02-06,3,Early,BlueDart,494.63,2134,1
900490,500490,2024-06-24,4,2024-06-26,2024-06-28,4,On Time,Ekart,602.98,1080,1
900491,500491,2024-01-27,5,2024-01-31,2024-02-01,5,On Time,DTDC,138.55,597,1
900492,500492,2025-01-07,3,2025-01-08,2025-01-08,1,In Transit,DTDC,187.99,1054,1
900493,500493,2025-02-09,5,2025-02-11,2025-02-10,1,In Transit,Ecom Express,51.66,1823,1
900494,500494,2025-12-04,8,2025-12-09,2025-12-14,10,On Time,DTDC,407.62,1397,1
900495,500495,2026-02-27,5,2026-03-02,2026-03-09,10,On Time,DTDC,63.69,12,1
900496,500496,2024-04-13,4,2024-04-13,2024-04-19,6,On Time,Ecom Express,66.43,1739,1
900497,500497,2024-05-20,3,2024-05-22,2024-05-21,1,On Time,Delhivery,371.02,1807,1
900498,500498,2025-05-29,7,2025-06-01,2025-06-07,9,On Time,Delhivery,386.04,1218,2
900499,500499,2024-12-08,6,2024-12-14,2024-12-17,9,On Time,XpressBees,433.99,2064,1
900500,500500,2025-10-02,3,2025-10-05,2025-10-07,5,On Time,DTDC,538.6,1155,1
900501,500501,2024-10-24,7,2024-10-28,2024-10-26,2,On Time,Ecom Express,176.16,1132,3
900502,500502,2025-01-17,8,2025-01-22,2025-01-27,10,In Transit,Delhivery,626.97,410,1
900503,500503,2025-02-13,7,2025-02-16,2025-02-23,10,In Transit,XpressBees,298.26,177,1
900504,500504,2025-07-02,8,2025-07-10,2025-07-07,5,Not Shipped,BlueDart,239.42,752,3
900505,500505,2024-03-08,7,2024-03-11,2024-03-13,5,Delayed,BlueDart,490.48,94,1
900506,500506,2026-03-20,3,2026-03-19,2026-03-24,4,Returned,BlueDart,446.95,2394,1
900507,500507,2024-11-07,4,2024-11-09,2024-11-13,6,Cancelled,Delhivery,676.77,484,1
900508,500508,2024-07-15,7,2024-07-20,2024-07-23,8,On Time,XpressBees,194.41,1699,1
900509,500509,2025-08-07,7,2025-08-14,2025-08-13,6,Not Shipped,XpressBees,385.85,1959,1
900510,500510,2024-05-06,5,2024-05-08,2024-05-12,6,On Time,BlueDart,73.41,427,1
900511,500511,2025-06-25,4,2025-06-26,2025-07-01,6,On Time,Delhivery,190.18,1784,1
900512,500512,2024-02-28,5,2024-03-01,2024-03-03,4,On Time,BlueDart,189.19,54,2
900513,500513,2024-08-29,5,2024-09-02,2024-09-05,7,Delayed,DTDC,457.75,1015,1
900514,500514,2025-10-26,7,2025-10-31,2025-10-27,1,On Time,BlueDart,307.01,348,1
900515,500515,2024-12-05,7,2024-12-12,2024-12-09,4,Early,Delhivery,613.19,1208,1
900516,500516,2026-04-03,5,2026-04-06,2026-04-05,2,On Time,BlueDart,195.41,2302,1
900517,500517,2024-11-24,5,2024-11-25,2024-11-28,4,Cancelled,BlueDart,397.27,2013,2
900518,500518,2025-09-25,5,2025-09-26,2025-09-28,3,In Transit,Ecom Express,229.26,988,1
900519,500519,2024-01-31,4,2024-02-01,2024-02-01,1,On Time,Delhivery,655.94,915,1
900520,500520,2026-06-10,6,2026-06-15,2026-06-12,2,On Time,Delhivery,506.88,1466,1
900521,500521,2025-07-16,3,2025-07-18,2025-07-25,9,Returned,Delhivery,214.14,1376,1
900522,500522,2025-10-10,5,2025-10-12,2025-10-16,6,Not Shipped,Ecom Express,300.49,350,1
900523,500523,2024-10-23,5,2024-10-28,2024-10-31,8,Delayed,Ekart,205.39,2356,1
900524,500524,2024-09-21,8,2024-09-28,2024-09-25,4,Delayed,Delhivery,532.11,471,1
900525,500525,2025-02-04,5,2025-02-07,2025-02-05,1,Delayed,Ekart,569.72,2124,1
900526,500526,2024-08-21,7,2024-08-28,2024-08-28,7,Delayed,Ekart,679.45,1892,1
900527,500527,2024-01-23,3,2024-01-22,2024-01-28,5,On Time,XpressBees,508.7,2334,1
900528,500528,2025-09-01,5,2025-09-05,2025-09-06,5,Delayed,XpressBees,489.6,2357,1
900529,500529,2025-10-19,7,2025-10-22,2025-10-21,2,On Time,XpressBees,547.25,1061,1
900530,500530,2025-09-08,8,2025-09-16,2025-09-11,3,On Time,XpressBees,443.94,1265,1
900531,500531,2025-05-20,7,2025-05-27,2025-05-26,6,On Time,DTDC,238.66,1820,2
900532,500532,2025-04-24,4,2025-04-26,2025-04-29,5,On Time,Delhivery,614.88,2027,2
900533,500533,2026-06-21,7,2026-06-24,2026-06-28,7,Not Shipped,Ecom Express,490.64,187,1
900534,500534,2025-04-25,6,2025-05-01,2025-05-03,8,In Transit,BlueDart,290.74,1377,1
900535,500535,2025-10-05,4,2025-10-09,2025-10-11,6,On Time,Ecom Express,418.74,596,1
900536,500536,2025-01-17,7,2025-01-21,2025-01-23,6,On Time,Delhivery,234.13,556,1
900537,500537,2024-01-31,6,2024-02-06,2024-02-05,5,Delayed,Delhivery,648.34,1893,2
900538,500538,2024-11-17,8,2024-11-23,2024-11-22,5,On Time,DTDC,125.21,2074,1
900539,500539,2025-10-19,3,2025-10-22,2025-10-26,7,Not Shipped,BlueDart,67.01,894,1
900540,500540,2025-08-01,3,2025-08-04,2025-08-05,4,On Time,BlueDart,664.21,29,1
900541,500541,2025-09-25,7,2025-10-01,2025-09-30,5,In Transit,Ekart,506.13,567,1
900542,500542,2025-11-15,8,2025-11-20,2025-11-22,7,On Time,BlueDart,656.42,1833,1
900543,500543,2024-07-20,5,2024-07-23,2024-07-29,9,In Transit,Ecom Express,406.4,2328,1
900544,500544,2026-01-15,5,2026-01-16,2026-01-23,8,On Time,Delhivery,377.01,1601,2
900545,500545,2025-10-13,6,2025-10-19,2025-10-19,6,Delayed,XpressBees,480.74,13,2
900546,500546,2024-10-07,3,2024-10-10,2024-10-14,7,Cancelled,Ecom Express,241.83,1970,1
